id,marca,nome,linha,versao,concentracao,volume_ml,genero,tipo_produto,titulo_site,sku,ean,imagens,confianca_identificacao,fonte_validacao,duplicata_de,observacoes
brand-collection-no-283-star-novae-edp-25ml,Brand Collection,No. 283,,Star Novae,Eau de Parfum,25,,Perfume,Brand Collection No. 283 Star Novae Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.25.jpeg,alta,https://www.brandcollectionatacado.com.br/brand-collection-283-nova-angel-feminino-25ml/; https://www.brandcollectionsp.com.br/283-angel-rosa-brandcollection; https://www.mugler.com/fragrance/womens-fragrances/angel/angel-nova/M020604168.html; https://www.puraessenciastore.com.br/produtos/perfume-feminino-brand-collection-283-inspiracao-angel-nova-25ml/,,
brand-collection-no-080-angel-secret-edp-25ml,Brand Collection,No. 080,,Angel Secret,Eau de Parfum,25,,Perfume,Brand Collection No. 080 Angel Secret Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.27.jpeg,alta,https://shopee.com.br/Perfume-Brand-Collection-N.080-Feminino-_-Angel-ou-D%C3%A9mon-Le-Secret-i.768000954.23896856067; https://www.fragrantica.com/perfume/Givenchy/Ange-Ou-Demon-Le-Secret-6529.html; https://www.perfumebrandcollection.com.br/brand-collection-080-ange-or-demon-le-secret-25ml,,
rabanne-1-million-edt,Rabanne,1 Million,,,Eau de Toilette,100,Masculino,Perfume,Rabanne 1 Million Eau de Toilette - Perfume Masculino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.32 (1).jpeg,alta,https://www.belezanaweb.com.br/one-million-rabanne-eau-de-toilette-perfume-masculino-100ml?from=loucas; https://www.fragrantica.com/perfume/Rabanne/1-Million-3747.html; https://www.rabanne.com/us/en_US/fragrance/p/1-million--000000000065135969,,
valentino-uomo-born-in-roma-coral-fantasy-edt,Valentino,Uomo Born in Roma,,Coral Fantasy,Eau de Toilette,100,Masculino,Perfume,Valentino Uomo Born in Roma Coral Fantasy Eau de Toilette - Perfume Masculino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.33 (1).jpeg,alta,https://www.fragrantica.com/perfume/Valentino/Valentino-Uomo-Born-In-Roma-Coral-Fantasy-71761.html; https://www.ulta.com/p/uomo-born-in-roma-coral-fantasy-eau-de-toilette-pimprod2032199; https://www.valentino-beauty.us/fragrances/fragrances-men/fragrances-men-born-in-roma-coral/born-in-roma-uomo-coral-fantasy-eau-de-toilette-MPL01750.html,,
sabrina-carpenter-sweet-tooth-caramel-dream-edp-75ml,Sabrina Carpenter,Sweet Tooth,,Caramel Dream,Eau de Parfum,75,Feminino,Perfume,Sabrina Carpenter Sweet Tooth Caramel Dream Eau de Parfum - Perfume Feminino 75ml,,,WhatsApp Image 2026-06-16 at 14.07.33 (2).jpeg,alta,https://fragrancebysabrina.com/products/caramel-dream-eau-de-parfum-new; https://www.amazon.com/SCENT-BEAUTY-Sabrina-Carpenter-Perfume/dp/B0CCQJ43HD; https://www.fragrantica.com/perfume/Sabrina-Carpenter/Sweet-Tooth-Caramel-Dream-84095.html,,
giorgio-armani-acqua-di-gio-edt-100ml,Giorgio Armani,Acqua di Gio,,,Eau de Toilette,100,Masculino,Perfume,Giorgio Armani Acqua di Gio Eau de Toilette - Perfume Masculino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.33.jpeg,alta,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-410.html; https://www.giorgioarmanibeauty-usa.com/fragrances/mens-cologne/acqua-di-gio/acqua-di-gio-eau-de-toilette/A005.html; https://www.realmenrealstyle.com/best-acqua-di-gio-fragrances/,,refillable
sabrina-carpenter-sweet-tooth-cherry-baby-edp-75ml,Sabrina Carpenter,Sweet Tooth,,Cherry Baby,Eau de Parfum,75,Feminino,Perfume,Sabrina Carpenter Sweet Tooth Cherry Baby Eau de Parfum - Perfume Feminino 75ml,,,WhatsApp Image 2026-06-16 at 14.07.34 (1).jpeg,alta,https://www.amazon.com/SCENT-BEAUTY-Sabrina-Carpenter-Cherry/dp/B0DB684GZ6; https://www.fragrantica.com/perfume/Sabrina-Carpenter/Sweet-Tooth-Cherry-Baby-95861.html; https://www.parfumo.com/Perfumes/sabrina-carpenter/sweet-tooth-cherry-baby-eau-de-parfum,,
lancome-la-vie-est-belle-edp-100ml,Lancome,La Vie Est Belle,,,L'Eau de Parfum,100,Feminino,Perfume,Lancome La Vie Est Belle L'Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.34 (2).jpeg,alta,https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-14982.html; https://www.lancome-usa.com/fragrance/fragrance-by-collection/la-vie-est-belle/la-vie-est-belle-eau-de-parfum/100606.html; https://www.lancome.com.br/perfume-feminino-la-vie-est-belle-eau-de-parfum/LABR00027-LAC.html,,
sabrina-carpenter-sweet-tooth-edp-75ml,Sabrina Carpenter,Sweet Tooth,,,Eau de Parfum,75,Feminino,Perfume,Sabrina Carpenter Sweet Tooth Eau de Parfum - Perfume Feminino 75ml,,,WhatsApp Image 2026-06-16 at 14.07.34.jpeg,alta,Buckle.com; Fragrantica; https://fragrancebysabrina.com/products/caramel-dream-eau-de-parfum-new; https://www.amazon.com/SCENT-BEAUTY-Sabrina-Carpenter-Perfume/dp/B0CCQJ43HD; https://www.fragrantica.com/perfume/Sabrina-Carpenter/Sweet-Tooth-Caramel-Dream-84095.html,,"caixa rosa claro - nome da variante nao visivel na face frontal | frasco rosa claro = versao original (2022) sem sufixo de flanker, distinto de Caramel Dream/Cherry Baby/Lemon Pie"
carolina-herrera-212-vip-rose-nyc-212-cab-limited-edition-edp-80ml,Carolina Herrera,212 VIP Rose NYC,,212 CAB Limited Edition,Eau de Parfum,80,Feminino,Perfume,Carolina Herrera 212 VIP Rose NYC 212 CAB Limited Edition Eau de Parfum - Perfume Feminino 80ml,,,WhatsApp Image 2026-06-16 at 14.07.35 (1).jpeg,alta,https://www.belezanaweb.com.br/212-vip-rose-carolina-herrera-eau-de-parfum-perfume-feminino-80ml/; https://www.belezanaweb.com.br/loucas-por-beleza/resenha-perfume-212-vip-rose-cab-carolina-herrera-edp/; https://www.carolinaherrera.com/us/en/p-fragrance/212-vip-rose-cab-limited-edition,,
carolina-herrera-212-sexy-edp-100ml,Carolina Herrera,212 Sexy,,,Eau de Parfum,100,Feminino,Perfume,Carolina Herrera 212 Sexy Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.35.jpeg,alta,https://www.belezanaweb.com.br/212-sexy-carolina-herrera-eau-de-parfum-perfume-feminino-60ml/; https://www.epocacosmeticos.com.br/212-sexy-eau-de-parfum-carolina-herrera-perfume-feminino/p; https://www.fragrantica.com/perfume/Carolina-Herrera/212-Sexy-306.html,,
carolina-herrera-good-girl-very-edp-80ml,Carolina Herrera,Good Girl,,Very,Eau de Parfum,80,Feminino,Perfume,Carolina Herrera Good Girl Very Eau de Parfum - Perfume Feminino 80ml,,,WhatsApp Image 2026-06-16 at 14.07.36 (1).jpeg,alta,https://www.carolinaherrera.com/us/en/p-fragrance/very-good-girl; https://www.fragrantica.com/perfume/Carolina-Herrera/Very-Good-Girl-65560.html; https://www.sephora.com.br/very-good-girl-carolina-herrera-eau-de-parfum-9090542352-9090542352.html,,nome comercial oficial: Very Good Girl
carolina-herrera-good-girl-jasmine-absolute-edp-absolute-80ml,Carolina Herrera,Good Girl,,Jasmine Absolute,Eau de Parfum Absolute,80,Feminino,Perfume,Carolina Herrera Good Girl Jasmine Absolute Eau de Parfum Absolute - Perfume Feminino 80ml,,,WhatsApp Image 2026-06-16 at 14.07.36 (2).jpeg,alta,https://www.carolinaherrera.com/us/en/p-fragrance/goodgirl-jasmine-absolute; https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Jasmine-Absolute-120291.html,,
carolina-herrera-good-girl-blush-edp-80ml,Carolina Herrera,Good Girl,,Blush,Eau de Parfum,80,Feminino,Perfume,Carolina Herrera Good Girl Blush Eau de Parfum - Perfume Feminino 80ml,,,WhatsApp Image 2026-06-16 at 14.07.36.jpeg,alta,https://www.carolinaherrera.com/us/en/p-fragrance/good-girl-blush; https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Blush-78576.html; https://www.sephora.com.br/perfume-carolina-herrera-good-girl-blush-feminino-eau-de-parfum-33990494-33990494.html; https://www.sephora.com/product/good-girl-blush-eau-de-parfum-P504996,,
dior-j-adore-edp,Dior,J'adore,,,Eau de Parfum,50,Feminino,Perfume,Dior J'adore Eau de Parfum - Perfume Feminino 50ml,,,WhatsApp Image 2026-06-16 at 14.07.37 (1).jpeg,alta,https://www.dior.com/en_us/beauty/fragrance/womens-fragrance/j%E2%80%99adore; https://www.fragrantica.com/perfume/Dior/J-adore-210.html; https://www.sephora.com.br/j-adore-feminino-eau-de-parfum-202-15587.html; https://www.thescentbase.com/perfumes/dior/j-adore,,
carolina-herrera-good-girl-edp-50ml,Carolina Herrera,Good Girl,,,Eau de Parfum,50,Feminino,Perfume,Carolina Herrera Good Girl Eau de Parfum - Perfume Feminino 50ml,,,WhatsApp Image 2026-06-16 at 14.07.37.jpeg,alta,https://www.carolinaherrera.com/us/en/p-fragrance/good-girl-eau-de-parfum; https://www.epocacosmeticos.com.br/good-girl-eau-de-parfum-carolina-herrera-perfume-feminino/p; https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-39681.html,,
princesse-marina-de-bourbon-classique-edp-100ml,Princesse Marina de Bourbon,Classique,,,Eau de Parfum,100,Feminino,Perfume,Princesse Marina de Bourbon Classique Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.38.jpeg,alta,https://www.drogaraia.com.br/perfume-marina-de-bourbon-classique-eau-de-parfum-feminino-100-ml-844935.html; https://www.fragrantica.com/perfume/Princesse-Marina-De-Bourbon/Marina-De-Bourbon-1502.html; https://www.marinadebourbon.com/en/products/marina-classic,,
princesse-marina-de-bourbon-rouge-royal-edp-100ml,Princesse Marina de Bourbon,Rouge Royal,,,Eau de Parfum,100,Feminino,Perfume,Princesse Marina de Bourbon Rouge Royal Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.39.jpeg,alta,https://www.americanas.com.br/produto/7329014; https://www.marinadebourbon.com/en/products/rouge-royal; https://www.viaparisperfumes.com.br/feminino/rouge-royal-marina-de-bourbon-eau-de-parfum-feminino-100-ml,,
dolce-gabbana-light-blue-edt,Dolce & Gabbana,Light Blue,,,Eau de Toilette,100,Feminino,Perfume,Dolce & Gabbana Light Blue Eau de Toilette - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.42.jpeg,alta,https://www.dolcegabbana.com/en-us/beauty/perfumes-for-her/light-blue/light-blue-eau-de-toilette---VT01JMVT0009V000.html; https://www.sephora.com.br/perfume-light-blue-feminino-dolce-gabbana-eau-de-toilette-prd01236-8411.html; https://www.sephora.com/product/light-blue-P12420,,volume ilegivel
jean-paul-gaultier-scandal-intense-edp-intense-50ml,Jean Paul Gaultier,Scandal,,Intense,Eau de Parfum Intense,50,Feminino,Perfume,Jean Paul Gaultier Scandal Intense Eau de Parfum Intense - Perfume Feminino 50ml,,,WhatsApp Image 2026-06-16 at 14.07.44 (1).jpeg,alta,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Intense-102883.html; https://www.parfumla.com/for-her/3107-jean-paul-gaultier-scandal-intense-eau-de-parfum-80ml.html; https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/scandal-intense,,
nina-ricci-venus-edp-80ml,Nina Ricci,Venus,,,Eau de Parfum,80,Feminino,Perfume,Nina Ricci Venus Eau de Parfum - Perfume Feminino 80ml,,,WhatsApp Image 2026-06-16 at 14.07.44.jpeg,alta,https://www.belezanaweb.com.br/venus-nina-ricci-eau-de-parfum-perfume-feminino-80ml/; https://www.fragrantica.com/perfume/Nina-Ricci/Venus-97458.html; https://www.ninaricci.com/en-us/fragrance/product/venus-de-nina-ricci-eau-de-parfum,,refillable
jean-paul-gaultier-scandal-le-parfum-edp-intense-50ml,Jean Paul Gaultier,Scandal,,Le Parfum,Eau de Parfum Intense,50,Feminino,Perfume,Jean Paul Gaultier Scandal Le Parfum Eau de Parfum Intense - Perfume Feminino 50ml,,,WhatsApp Image 2026-06-16 at 14.07.46 (1).jpeg,alta,https://www.belezanaweb.com.br/scandal-jean-paul-gaultier-le-parfum-perfume-feminino-50ml/; https://www.jeanpaulgaultier.com/us/en_US/p/range-scandal/scandal-le-parfum-eau-de-parfum-intense-000000000065168249; https://www.sephora.com.br/perfume-jean-paul-gaultier-scandal-le-parfum-feminino-eau-de-parfum-intense-9090617945-44994977.html,,
lancome-idole-power-edp-intense,Lancome,Idole,,Power,L'Eau de Parfum Intense,100,Feminino,Perfume,Lancome Idole Power L'Eau de Parfum Intense - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.46.jpeg,alta,https://www.belezanaweb.com.br/idole-power-lancome-eau-de-parfum-intense-perfume-feminino-100ml/; https://www.fragrantica.com/news/LANCOME-Idole-Power-Eau-de-Parfum-Intense-21731.html; https://www.lancome-usa.com/fragrance/fragrance-by-collection/idole/idole-power-eau-de-parfum-intense/01100-LAC.html,,
paco-rabanne-fame-parfum,Paco Rabanne,Fame,,,Parfum,80,Feminino,Perfume,Paco Rabanne Fame Parfum - Perfume Feminino 80ml,,,WhatsApp Image 2026-06-16 at 14.07.47.jpeg,alta,https://www.fragrantica.com/perfume/Rabanne/Fame-Parfum-83498.html; https://www.rabanne.com/us/en_US/fragrance/p/fame-parfum--000000000065188743; https://www.walmart.com/ip/Paco-Rabanne-Fame-Parfum-Rechargeable-Refillable-80-ml-2-7-oz/5165952281,,refillable
yves-saint-laurent-libre-edp,Yves Saint Laurent,Libre,,,Eau de Parfum,90,Feminino,Perfume,Yves Saint Laurent Libre Eau de Parfum - Perfume Feminino 90ml,,,WhatsApp Image 2026-06-16 at 14.07.48 (1).jpeg,alta,https://www.belezanaweb.com.br/yves-saint-laurent/libre/; https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Libre-56077.html; https://www.sephora.com.br/perfume-yves-saint-laurent-libre-feminino-eau-de-parfum-prd44555-17998.html; https://www.yslbeautyus.com/fragrance/womens-fragrances/libre/libre-eau-de-parfum/109YSL.html,,
burberry-goddess-edp,Burberry,Goddess,,,Eau de Parfum,100,Feminino,Perfume,Burberry Goddess Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.48.jpeg,alta,https://www.belezanaweb.com.br/goddess-burberry-eau-de-parfum-perfume-feminino-100ml/; https://www.epocacosmeticos.com.br/goddess-burberry-perfume-feminino-eau-de-parfum/p; https://www.fragrantica.com/perfume/Burberry/Goddess-83483.html; https://www.sephora.com.br/perfume-burberry-goddess-feminino-eau-de-parfum-88991116-88991116.html,,
dior-hypnotic-poison,Dior,Hypnotic Poison,,,Eau de Toilette,50,Feminino,Perfume,Dior Hypnotic Poison Eau de Toilette - Perfume Feminino 50ml,,,WhatsApp Image 2026-06-16 at 14.07.50.jpeg,alta,https://www.belezanaweb.com.br/hypnotic-poison-dior-eau-de-toilette-perfume-feminino-50ml/; https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-219.html; https://www.sephora.com.br/perfume-dior-hypnotic-poison-feminino-eau-de-toilette-prd00201-PRD00201.html,,concentracao ilegivel na foto
rabanne-olympea-parfum-intense,Rabanne,Olympea,,,Parfum Intense,80,Feminino,Perfume,Rabanne Olympea Parfum Intense - Perfume Feminino 80ml,,,WhatsApp Image 2026-06-16 at 14.07.51.jpeg,alta,https://www.fragrantica.com/perfume/Rabanne/Olympea-31666.html; https://www.rabanne.com/us/en_US/fragrance/p/olympea--000000000065187140; https://www.sephora.com.br/perfume-olympea-feminino-rabanne-eau-de-parfum-prd20976-8497.html,,
rabanne-olympea-edp,Rabanne,Olympea,,,Eau de Parfum,80,Feminino,Perfume,Rabanne Olympea Eau de Parfum - Perfume Feminino 80ml,,,WhatsApp Image 2026-06-16 at 14.07.52.jpeg,alta,https://www.fragrantica.com/perfume/Rabanne/Olympea-31666.html; https://www.rabanne.com/us/en_US/fragrance/p/olympea--000000000065187140; https://www.sephora.com.br/perfume-olympea-feminino-rabanne-eau-de-parfum-prd20976-8497.html,,
calvin-klein-euphoria-edp-100ml,Calvin Klein,Euphoria,,,Eau de Parfum,100,Feminino,Perfume,Calvin Klein Euphoria Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.53 (1).jpeg,alta,https://www.belezanaweb.com.br/euphoria-calvin-klein-eau-de-parfum-perfume-feminino/; https://www.calvinklein.us/en/women/fragrance/fragrance/euphoria-eau-de-parfum/088300162505.html; https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-253.html; https://www.sephora.com.br/perfume-euphoria-feminino-eau-de-parfum-100-ml-215318.html,,
burberry-her-edp-intense-100ml,Burberry,Her,,,Eau de Parfum Intense,100,Feminino,Perfume,Burberry Her Eau de Parfum Intense - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.53.jpeg,alta,https://us.burberry.com/burberry-her-eau-de-parfum-intense-100ml-p40848111; https://www.fragrantica.com/perfume/Burberry/Her-Intense-2024-101151.html; https://www.sephora.com.br/perfume-burberry-her-feminino-9090756303-9090756303.html; https://www.sephora.com/product/her-intense-P514694,,
prada-paradoxe-edp-90ml,Prada,Paradoxe,,,Eau de Parfum,90,Feminino,Perfume,Prada Paradoxe Eau de Parfum - Perfume Feminino 90ml,,,WhatsApp Image 2026-06-16 at 14.07.54 (1).jpeg,alta,https://www.fragrantica.com/perfume/Prada/Prada-Paradoxe-75668.html; https://www.prada-beauty.com/fragrance/paradoxe/paradoxe-eau-de-parfum/MPL01610.html; https://www.sephora.com.br/perfume-prada-paradoxe-feminino-eau-de-parfum-9090620857-9090620857.html,,
yves-saint-laurent-mon-paris-edp-90ml,Yves Saint Laurent,Mon Paris,,,Eau de Parfum,90,Feminino,Perfume,Yves Saint Laurent Mon Paris Eau de Parfum - Perfume Feminino 90ml,,,WhatsApp Image 2026-06-16 at 14.07.54.jpeg,alta,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Mon-Paris-38914.html; https://www.nordstrom.com/s/yves-saint-laurent-mon-paris-eau-de-parfum-fragrance/4414958; https://www.yslbeauty.com/int/monparis.html,,3 fl.oz = 90ml
valentino-donna-born-in-roma-edp-100ml,Valentino,Donna Born in Roma,,,Eau de Parfum,100,Feminino,Perfume,Valentino Donna Born in Roma Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.56 (1).jpeg,alta,https://www.fragrantica.com/perfume/Valentino/Valentino-Donna-Born-In-Roma-55805.html; https://www.ulta.com/p/donna-born-in-roma-eau-de-parfum-pimprod2016295; https://www.valentino-beauty.us/fragrances/fragrances-women/fragrances-women-born-in-roma/born-in-roma-donna-eau-de-parfum-MPL00468.html,,
valentino-donna-born-in-roma-intense-edp-intense-100ml,Valentino,Donna Born in Roma,,Intense,Eau de Parfum Intense,100,Feminino,Perfume,Valentino Donna Born in Roma Intense Eau de Parfum Intense - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.56.jpeg,alta,https://www.fragrantica.com/perfume/Valentino/Valentino-Donna-Born-In-Roma-Intense-78739.html; https://www.macys.com/shop/product/valentino-donna-born-in-roma-intense-eau-de-parfum-fragrance-collection?ID=15647481; https://www.valentino.com/en-us/product-born-in-roma-intense-eau-de-parfum-spray-100ml-8LD890200_000,,
montblanc-signature-edp,Montblanc,Signature,,,Eau de Parfum,90,Feminino,Perfume,Montblanc Signature Eau de Parfum - Perfume Feminino 90ml,,,WhatsApp Image 2026-06-16 at 14.07.59 (1).jpeg,alta,https://www.belezanaweb.com.br/signature-montblanc-eau-de-parfum-perfume-feminino-90ml/; https://www.fragrantica.com/perfume/Montblanc/Signature-60962.html; https://www.montblanc.com/en-us/montblanc-signature-eau-de-parfum-90-ml-MB127068.html,,
giorgio-armani-my-way-edp,Giorgio Armani,My Way,,,Eau de Parfum,50,Feminino,Perfume,Giorgio Armani My Way Eau de Parfum - Perfume Feminino 50ml,,,WhatsApp Image 2026-06-16 at 14.07.59 (2).jpeg,alta,https://www.armani.com.br/perfume-my-way-eau-de-parfum-50-ml-giorgio-armani-lb402500-nlp-50ml/p; https://www.giorgioarmanibeauty-usa.com/-fragrances-womens-fragrances-perfume-my-way-my-way-eau-de-parfum-the-new-feminine-fragrance/A2259.html; https://www.sephora.com.br/perfume-giorgio-armani-my-way-feminino-eau-de-parfum-prd48689-PRD48689.html,,
dior-miss-dior-edp,Dior,Miss Dior,,,Eau de Parfum,100,Feminino,Perfume,Dior Miss Dior Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.59.jpeg,alta,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Eau-de-Parfum-2021-68905.html; https://www.sephora.com.br/perfume-dior-miss-dior-feminino-eau-de-parfum-33330399-564564.html,,
carolina-herrera-la-bomba-edp-50ml,Carolina Herrera,La Bomba,,,Eau de Parfum,50,Feminino,Perfume,Carolina Herrera La Bomba Eau de Parfum - Perfume Feminino 50ml,,,WhatsApp Image 2026-06-16 at 14.08.01.jpeg,alta,https://www.carolinaherrera.com/us/en/p-fragrance/labomba; https://www.fragrantica.com/perfume/Carolina-Herrera/La-Bomba-105931.html; https://www.sephora.com/product/la-bomba-eau-de-parfum-P520202,,refillable
victoria-s-secret-tease-250ml-hidratante,Victoria's Secret,Tease,,,Loção Hidratante Perfumada,250,Feminino,Hidratante,Victoria's Secret Tease Loção Hidratante Perfumada - Hidratante Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.08.02.jpeg,alta,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Eau-de-Parfum-50825.html; https://www.kaory.com.br/hidratante-victorias-secret-tease-fragrance-lotion-250ml-original; https://www.naudiaperfumaria.com.br/hidratante-corporal-tease-fragrance-lotion-victorias-secret-250ml,,Fine Fragrance Lotion
victoria-s-secret-bombshell-intense-250ml-hidratante,Victoria's Secret,Bombshell,,Intense,Loção Hidratante Perfumada,250,Feminino,Hidratante,Victoria's Secret Bombshell Intense Loção Hidratante Perfumada - Hidratante Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.08.04 (1).jpeg,alta,https://www.cosmeticosdaray.com.br/produto/hidratante-corporal-bombshell-intense-victorias-secret-250ml; https://www.fragrantica.com/perfume/Victoria-s-Secret/Bombshell-Intense-56355.html; https://www.rosaperfumesnp.com.br/bombshell-intense-body-lotion-corporal-victoria-s-secret-fine-fragrance-250ml,,Fine Fragrance Lotion
victoria-s-secret-tease-edp-50ml,Victoria's Secret,Tease,,,Eau de Parfum,50,Feminino,Perfume,Victoria's Secret Tease Eau de Parfum - Perfume Feminino 50ml,,,WhatsApp Image 2026-06-16 at 14.08.04.jpeg,alta,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Eau-de-Parfum-50825.html; https://www.kaory.com.br/hidratante-victorias-secret-tease-fragrance-lotion-250ml-original; https://www.naudiaperfumaria.com.br/hidratante-corporal-tease-fragrance-lotion-victorias-secret-250ml,,
victoria-s-secret-bombshell-intense-edp,Victoria's Secret,Bombshell,,Intense,Eau de Parfum,250,Feminino,Perfume,Victoria's Secret Bombshell Intense Eau de Parfum - Perfume Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.08.05.jpeg,alta,https://www.cosmeticosdaray.com.br/produto/hidratante-corporal-bombshell-intense-victorias-secret-250ml; https://www.fragrantica.com/perfume/Victoria-s-Secret/Bombshell-Intense-56355.html; https://www.rosaperfumesnp.com.br/bombshell-intense-body-lotion-corporal-victoria-s-secret-fine-fragrance-250ml,,
montblanc-signature-elixir-edp-90ml,Montblanc,Signature,,Elixir,Eau de Parfum,90,Feminino,Perfume,Montblanc Signature Elixir Eau de Parfum - Perfume Feminino 90ml,,,WhatsApp Image 2026-06-16 at 14.08.07.jpeg,alta,https://www.fragrantica.com/perfume/Montblanc/Signature-Elixir-114008.html; https://www.montblanc.com/en-us/montblanc-signature-elixir-edp-90ml-MB134817.html,,
sistelle-sanderling-shine-blooming-edition-edp-95ml,Sistelle,Sanderling Shine,,Blooming Edition,Eau de Parfum,95,Feminino,Perfume,Sistelle Sanderling Shine Blooming Edition Eau de Parfum - Perfume Feminino 95ml,,,WhatsApp Image 2026-06-16 at 14.09.25.jpeg,alta,https://maisondesfragrances.fr/en/products/sistelle-sanderling-shine-blooming-edition-95ml-perfume; https://www.beautybase.com/sistelle-sanderling-shine-blooming-edition-eau-de-parfum-95ml-spray-p81828,,
rabanne-million-gold-for-her-edp,Rabanne,Million Gold For Her,,,Eau de Parfum,90,Feminino,Perfume,Rabanne Million Gold For Her Eau de Parfum - Perfume Feminino 90ml,,,WhatsApp Image 2026-06-16 at 14.09.42.jpeg,alta,https://www.rabanne.com/us/en_US/fragrance/p/million-gold-for-her--000000000065200302; https://www.sephora.com.br/perfume-rabanne-million-gold-for-her-feminino-eau-de-parfum-9090739223-9090739223.html; https://www.ulta.com/p/million-gold-her-eau-de-parfum-pimprod2049534?sku=2633408,,refillable
armaf-club-de-nuit-woman-edp-105ml,Armaf,Club de Nuit,,Woman,Eau de Parfum,105,Feminino,Perfume,Armaf Club de Nuit Woman Eau de Parfum - Perfume Feminino 105ml,,,WhatsApp Image 2026-06-16 at 13.52.35.jpeg,alta,https://armaf.com/products/club-de-nuit-w; https://armafperfume.com/products/armaf_club_de_nuit_eau_de_parfum_for_woman_105ml; https://www.fragrantica.com/perfume/Armaf/Club-de-Nuit-Woman-27655.html,,
rabanne-1-million-elixir-parfum-intense,Rabanne,1 Million,,Elixir,Parfum Intense,100,Masculino,Perfume,Rabanne 1 Million Elixir Parfum Intense - Perfume Masculino 100ml,,,WhatsApp Image 2026-06-16 at 14.07.32.jpeg,alta,https://www.belezanaweb.com.br/one-million-rabanne-eau-de-toilette-perfume-masculino-100ml?from=loucas; https://www.fragrantica.com/perfume/Rabanne/1-Million-3747.html; https://www.rabanne.com/us/en_US/fragrance/p/1-million--000000000065135969,,
